Mentions,Sentiment,clean_text,prediksi_sentimen
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/i6tQSTKIU5 
Booster Mudik Tenang",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/47WSOZGUmo",Negative,penyaluran blt minyak goreng capai dalam hari,Positive
"Warga Gorontalo mulai terima BLT minyak goreng
Booster Mudik Tenang https://t.co/MPYb3KcvuC",Positive,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"BLT minyak goreng bakal cair 

Booster Mudik Tenang https://t.co/J4Y2rRk5eK",Positive,blt minyak goreng bakal cair booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang 
https://t.co/J72oZH1nTr",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Warga Gorontalo Mulai Terima BlT Minyak Goreng.
Booster Mudik Tenang https://t.co/D4zQZwxCLY",Positive,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang 
https://t.co/0GoGjydZSt",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang
https://t.co/gnteueHuuZ",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
 Booster Mudik Tenang https://t.co/OcusIJbjUI",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Booster Mudik Tenang 
https://t.co/DQT7slI2vx",Negative,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Booster Mudik Tenang | Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
https://t.co/jFgpRinHt5",Negative,booster mudik tenang penyaluran blt minyak goreng capai dalam hari,Positive
BLT dan minyak goreng sudah dibagikan Booster Mudik Tenang https://t.co/2sDfpZrxU0,Negative,blt dan minyak goreng sudah dibagikan booster mudik tenang,Positive
Pemerintah salurkan BLT untuk masyarakat. Booster Mudik Tenang https://t.co/nlndbIFSC5,Negative,pemerintah salurkan blt untuk masyarakat booster mudik tenang,Positive
"Masyarakat mulai terima BLT minyak goreng

Booster Mudik Tenang https://t.co/LLfgPZQ82u",Positive,masyarakat mulai terima blt minyak goreng booster mudik tenang,Positive
"Masyarakat mulai terima BLT minyak goreng

Booster Mudik Tenang https://t.co/PAakdxUsXz",Negative,masyarakat mulai terima blt minyak goreng booster mudik tenang,Positive
"Distribusi BLT Minyak Goreng
Booster Mudik Tenang https://t.co/zyeJyhIRr1",Positive,distribusi blt minyak goreng booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari. Booster Mudik Tenang
https://t.co/HzletZJWKp",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Pemerintah mendistribusikan BLT minyak goreng langsung kepada masyarakat
Booster Mudik Tenang https://t.co/B0NpsXKlKj",Positive,pemerintah mendistribusikan blt minyak goreng langsung kepada masyarakat booster mudik tenang,Positive
"BLT minyak goreng bakal cair 

Booster Mudik Tenang https://t.co/jmI0hH30Pn",Positive,blt minyak goreng bakal cair booster mudik tenang,Positive
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari. Booster Mudik Tenang
https://t.co/1geAfktV1a",Positive,penyaluran blt minyak goreng capai dalam hari booster mudik tenang,Positive
"Masyarakat mulai terima BLT minyak goreng

Booster Mudik Tenang https://t.co/OzXmrCdQbF",Positive,masyarakat mulai terima blt minyak goreng booster mudik tenang,Positive
"Masyarakat mulai terima BLT minyak goreng

Booster Mudik Tenang https://t.co/tj4Y4SAh2P",Positive,masyarakat mulai terima blt minyak goreng booster mudik tenang,Positive
"Pemerintah mendistribusikan BLT minyak goreng langsung kepada masyarakat
Booster Mudik Tenang https://t.co/kG48cMRJVD",Positive,pemerintah mendistribusikan blt minyak goreng langsung kepada masyarakat booster mudik tenang,Positive
"Masyarakat mulai terima BLT minyak goreng

Booster Mudik Tenang https://t.co/BtYQNHgA9h",Positive,masyarakat mulai terima blt minyak goreng booster mudik tenang,Positive
"Gaiss silahkan bisa di cek nih bagi yng penerima BLT
https://t.co/E2Rg5BthIC",Negative,gaiss silahkan bisa di cek nih bagi yng penerima blt,Positive
"Masyarakat mulai terima BLT minyak goreng

Booster Mudik Tenang https://t.co/W5f27l3ED4",Positive,masyarakat mulai terima blt minyak goreng booster mudik tenang,Positive
"BLT Minyak Goreng, Booster Mudik Tenang https://t.co/mtArdnNbD6",Positive,blt minyak goreng booster mudik tenang,Positive
"Masyarakat mulai terima BLT minyak goreng

Booster Mudik Tenang https://t.co/VqLmWE6P8B",Positive,masyarakat mulai terima blt minyak goreng booster mudik tenang,Positive
"Warga Gorontalo mulai terima BLT minyak goreng

Booster Mudik Tenang https://t.co/Adfi8iq5zW",Negative,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
Pemkab manggarai distribusikan BLT minyak goreng. Booster Mudik Tenang https://t.co/NrbHaB2UfR,Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pada kesempatan tersebut, Presiden Jokowi juga membagikan Bantuan Langsung Tunai (BLT) kepada para nelayan. https://t.co/S7PQbOVZxf",Positive,pada kesempatan tersebut presiden jokowi juga membagikan bantuan langsung tunai blt kepada para nelayan,Positive
"@ProfesorZubairi Kan sudah cair BLT minyak goreng dari pemerintah untuk warga tidak mampu,blanja boleh dong",Negative,kan sudah cair blt minyak goreng dari pemerintah untuk warga tidak mampublanja boleh dong,Positive
"Warga Gorontalo mulai terima BLT minyak goreng. 
Booster Mudik Tenang https://t.co/exs5R2j3nf",Negative,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"Pemerintah mendistribusikan BLT minyak goreng langsung kepada masyarakat
Booster Mudik Tenang https://t.co/OR8O9cfYIJ",Positive,pemerintah mendistribusikan blt minyak goreng langsung kepada masyarakat booster mudik tenang,Positive
Pemerintah salurkan BLT untuk masyarakat. Booster Mudik Tenang https://t.co/vaBt5jLnqQ,Positive,pemerintah salurkan blt untuk masyarakat booster mudik tenang,Positive
"Warga Gorontalo mulai terima BLT minyak goreng, Booster Mudik Tenang https://t.co/ttcQVd6FA0",Negative,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"Warga Gorontalo mulai terima BLT minyak goreng. 
Booster Mudik Tenang https://t.co/XlGtftNCwC",Positive,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
Warga Gorontalo mulai terima BLT minyak Goreng ! Booster Mudik Tenang https://t.co/q8mjq1wnlQ,Positive,warga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
BLT Minyak Goreng terus didistribusikan di berbagai Kabupaten https://t.co/ox38lluTC7,Negative,blt minyak goreng terus didistribusikan di berbagai kabupaten,Positive
Pengecekan data bantuan BLT non tunai https://t.co/3ByEISilLY,Positive,pengecekan data bantuan blt non tunai,Positive
BLT Migor nih gaes. kebijakan demi kebijakan terus dikeluarkan pemerintah untuk menghadapi krisis migor https://t.co/k9kPMN3YFy,Positive,blt migor nih gaes kebijakan demi kebijakan terus dikeluarkan pemerintah untuk menghadapi krisis migor,Positive
Pajangan-serka Agus pamungkas Babinsa Koramil 18 pajangan melaksanakan bantuan BLT di kal triwidadi https://t.co/blswuroXEN,Negative,pajanganserka agus pamungkas babinsa koramil pajangan melaksanakan bantuan blt di kal triwidadi,Positive
"@ZZhorief Grusa grusu kli bikin kebijakan, ga dipikir efeknya , nyatanya harga migor tetap mahal, mestinya tekan oligarki yg nentuin harga, jd rakyat semua merasakan harga murah...bukan penerima BLT saja yg menikmati",Negative,grusa grusu kli bikin kebijakan ga dipikir efeknya nyatanya harga migor tetap mahal mestinya tekan oligarki yg nentuin harga jd rakyat semua merasakan harga murahbukan penerima blt saja yg menikmati,Positive
"@GratisTerbaik BLT adalah ""jebakan"" untuk mem-booster!. Bantuan Langsung Tewas ... https://t.co/m3vYGmVJej",Positive,blt adalah jebakan untuk membooster bantuan langsung tewas,Positive
Pagi ini gue ke bank dan orang rame bgt di depan bank nye gue pikir mau ambil BLT atau ngantri apaaa gitu ternyata mereka antri nuker uang baruuuÃ°ÂŸÂ˜Â‘Ã°ÂŸÂ˜Â‘Ã°ÂŸÂ˜Â‘,Positive,pagi ini gue ke bank dan orang rame bgt di depan bank nye gue pikir mau ambil blt atau ngantri apaaa gitu ternyata mereka antri nuker uang baruuuã°âÿâ˜â‘ã°âÿâ˜â‘ã°âÿâ˜â‘,Positive
"Seiring larangan ekspor bahan baku minyak goreng, pemerintah distribusikan BLT minyak goreng untuk tekan lonjakan inflasi. Bagi ahli ekonomi, larangan ekspor itu tak selesaikan masalah, karena bisa sebabkan aksi balasan. #Ekonomi #AdadiKompas @mawarkukun
",Positive,seiring larangan ekspor bahan baku minyak goreng pemerintah distribusikan blt minyak goreng untuk tekan lonjakan inflasi bagi ahli ekonomi larangan ekspor itu tak selesaikan masalah karena bisa sebabkan aksi balasan,Positive
"Kenaikan harga BBM akan menyulut inflasi dan membebani masyarakat, sedangkan BLT tak bisa jadi solusi. https://t.co/VZ9iTulRvu",Neutral,kenaikan harga bbm akan menyulut inflasi dan membebani masyarakat sedangkan blt tak bisa jadi solusi,Positive
seseru itu choreo blt Ã°ÂŸÂ¥Â¹,Positive,seseru itu choreo blt ã°âÿâ¥â¹,Positive
"@KemensosRI @Kemendagri_RI @ItjenKemenkeu @kemenkeu @DitjenPK Penyaluran BLT DD yang tidak sesuai PMK 190 , 2021 juga tidak tepat sasaran, karna hnya menyasar kegolongan dan kelompok tertentu,bikin kecemburuan sosial masyarakat. Ini perlu kajian dan evalu",Positive,penyaluran blt dd yang tidak sesuai pmk juga tidak tepat sasaran karna hnya menyasar kegolongan dan kelompok tertentubikin kecemburuan sosial masyarakat ini perlu kajian dan evalu,Positive
@Adampurwanto13 @FeroS62733512 @BajakSawah22 @ListyoSigitP @DivHumas_Polri @CCICPolri Yang ada blt malah ditambah tuh ? Wakakakakakakak,Positive,yang ada blt malah ditambah tuh wakakakakakakak,Positive
"Harga Gorontalo mulai terima BLT minyak goreng
Booster Mudik Tenang https://t.co/3tT1sImj2Q",Positive,harga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/xx8ymKkBop",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/8rxJ6cH0mV",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Pemkab Manggarai distribusikan BLT minyak goreng
Booster Mudik Tenang https://t.co/3sCEFnHFi9",Positive,pemkab manggarai distribusikan blt minyak goreng booster mudik tenang,Positive
"Harga Gorontalo mulai terima BLT minyak goreng
Booster Mudik Tenang https://t.co/E8H6gWdryk",Negative,harga gorontalo mulai terima blt minyak goreng booster mudik tenang,Positive
"""Pagi hari ini saya ke Cirebon, Provinsi Jawa Barat dalam rangka pembagian, pertama pembagian BLT minyak goreng kepada para pedagang kaki lima, dan juga ibu-ibu penerima PKH.",Positive,pagi hari ini saya ke cirebon provinsi jawa barat dalam rangka pembagian pertama pembagian blt minyak goreng kepada para pedagang kaki lima dan juga ibuibu penerima pkh,Positive
"@kompascom Uang rakyat yg mana Bro, Rakyat aja mendapatkan Subsidi dapat BLT lagi.",Positive,uang rakyat yg mana bro rakyat aja mendapatkan subsidi dapat blt lagi,Positive
"Awas, Oknum BPD Kumpulkan ATM dan PIN PenerimaÃ‚Â  BLT https://t.co/9aTLXpYqbq

@ganjarpranowo
@muktiagungwbw
@KemensosRI
@BapermasKBPml",Positive,awas oknum bpd kumpulkan atm dan pin penerimaã‚â blt,Positive
Siapa Saja yang Bisa Dapat PKH 2022? Akses https://t.co/wAG9qW18pG agar Dapat BLT hingga Rp3 Juta https://t.co/4bB0BzOidI,Positive,siapa saja yang bisa dapat pkh akses agar dapat blt hingga rp juta,Positive
Penyaluran BLT Minyak Goreng https://t.co/DfQVlHwaHM,Positive,penyaluran blt minyak goreng,Positive
Moeldoko Cs Awasi Secara Terpadu Penyaluran BLT Minyak Goreng https://t.co/dzQxM0kD4N,Positive,moeldoko cs awasi secara terpadu penyaluran blt minyak goreng,Positive
"Bersamaan dengan pemberian BLT Minyak Goreng, Presiden Jokowi juga memberikan Bantuan Modal Kerja (BMK) sebesar Rp1,2 juta. Kepada penerima, Presiden menyampaikan agar BMK tersebut bisa digunakan sebagai tambahan modal usaha.",Neutral,bersamaan dengan pemberian blt minyak goreng presiden jokowi juga memberikan bantuan modal kerja bmk sebesar rp juta kepada penerima presiden menyampaikan agar bmk tersebut bisa digunakan sebagai tambahan modal usaha,Positive
"Dalam kesempatan tersebut, selain memberikan BLT Minyak Goreng dan BMK untuk penerima manfaat dari Program Keluarga Harapan, Presiden Jokowi dan Ibu Iriana juga membagikan Bantuan Langsung Tunai kepada para pedagang yang berjualan di pasar tersebut.",Positive,dalam kesempatan tersebut selain memberikan blt minyak goreng dan bmk untuk penerima manfaat dari program keluarga harapan presiden jokowi dan ibu iriana juga membagikan bantuan langsung tunai kepada para pedagang yang berjualan di pasar tersebut,Positive
"Ã¢ÂœÂ¨   
Ã°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨ Ã¢ÂœÂ¨              Ã°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨
Mr President serahkan

BLT kepada pedagang Dan nelayan di Surabaya

  Ã¢ÂœÂ¨     Ã°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨
 Ã¢ÂœÂ¨
 Ã¢ÂœÂ¨
Ã°ÂŸÂŒÂ¾Ã¢ÂœÂ¨Ã°ÂŸÂ’Â¨  Ã°ÂŸÂÂƒ Ã°ÂŸÂÂ Ã°ÂŸÂÂ¢Ã°ÂŸÂŒÂ¾Ã¢ÂœÂ¨Ã°ÂŸÂ’Â¨  Ã°ÂŸ",Positive,ã¢âœâ¨ ã°âÿâ‡â²ã°âÿâ‡â¨ ã¢âœâ¨ ã°âÿâ‡â²ã°âÿâ‡â¨ mr president serahkan blt kepada pedagang dan nelayan di surabaya ã¢âœâ¨ ã°âÿâ‡â²ã°âÿâ‡â¨ ã¢âœâ¨ ã¢âœâ¨ ã°âÿâœâ¾ã¢âœâ¨ã°âÿâ’â¨ ã°âÿââƒ ã°âÿââ ã°âÿââ¢ã°âÿâœâ¾ã¢âœâ¨ã°âÿâ’â¨ ã°âÿ,Positive
@firzahusainInc Minta Jokowi mundur.. emak lu ga kebagian blt.. cemberutÃ°ÂŸÂ˜ÂÃ°ÂŸÂ˜ÂÃ°ÂŸÂ˜Â,Positive,minta jokowi mundur emak lu ga kebagian blt cemberutã°âÿâ˜âã°âÿâ˜âã°âÿâ˜â,Positive
Moeldoko Cs Awasi Secara Terpadu Penyaluran BLT Minyak Goreng https://t.co/YcGubzlnY1,Positive,moeldoko cs awasi secara terpadu penyaluran blt minyak goreng,Positive
"BLT adalah bentuk kepedulian pemerintah kepada nelayan
.
.
.
.
#NKRISemakinMaju https://t.co/V624GaWkgw",Positive,blt adalah bentuk kepedulian pemerintah kepada nelayan,Positive
"@AnandaHalomoan1 @OpaJoe_de_Queen @Dennysiregar7 seluruh masyarakat dunia pada susah bro karena pandemi 

di Indonesia penanganannya lebih baik ... 
pemerintah memberikan bansos BLT subsidi minyak goreng BBM dll 
untuk meringankan beban masyarakat",Positive,seluruh masyarakat dunia pada susah bro karena pandemi di indonesia penanganannya lebih baik pemerintah memberikan bansos blt subsidi minyak goreng bbm dll untuk meringankan beban masyarakat,Positive
"@sakarepppmu @jokowi Jaman dulu vaksin polio untuk polio, vaksin campak untuk campak, sekarang vaksin untuk ke mall, ke naik pesawat, ambil BLT kalau tidak di vaksin tidak bisa dilayani",Positive,jaman dulu vaksin polio untuk polio vaksin campak untuk campak sekarang vaksin untuk ke mall ke naik pesawat ambil blt kalau tidak di vaksin tidak bisa dilayani,Positive
"https://t.co/MzmPlxhYW7,Ã‚Â PONTIANAK -- Warga Kabupaten Bengkayang, Kalimantan Barat, mendapat 4.300 Bantuan Langsung Tunai (BLT) minyak goreng untuk memenuhi kebutuhan rumah tangganya. ""Kabupaten Bengkayang sampai saat ini baru bisa menyalurkan bantuan.",Negative,pontianak warga kabupaten bengkayang kalimantan barat mendapat bantuan langsung tunai blt minyak goreng untuk memenuhi kebutuhan rumah tangganya kabupaten bengkayang sampai saat ini baru bisa menyalurkan bantuan,Positive
"Yg paling greget tuh kemarin pas dpt bansos BLT minyak goreng 500ribu atas nama istri. Sama istrinya uang itu dikasih ke suaminya semuanya. Giliran istrinya mo minta buat beli keperluan dapur, suaminya merengut2 terus, ga mau ngasih.

Asli gemes!",Positive,yg paling greget tuh kemarin pas dpt bansos blt minyak goreng ribu atas nama istri sama istrinya uang itu dikasih ke suaminya semuanya giliran istrinya mo minta buat beli keperluan dapur suaminya merengut terus ga mau ngasih asli gemes,Positive
"Ringankan beban masyarakat, Presiden Jokowi berikan BLT minyak goreng kepada 20,5 juta keluarga serta kepada 2,5 juta PKL yg berjualan makanan gorengan sebesar 100 ribu tiap bulannya selama 3 bulan dan akan dibayarkan dimuka. https://t.co/sU0nSmzT1I",Positive,ringankan beban masyarakat presiden jokowi berikan blt minyak goreng kepada juta keluarga serta kepada juta pkl yg berjualan makanan gorengan sebesar ribu tiap bulannya selama bulan dan akan dibayarkan dimuka,Positive
"Pemerintah memberikan BLT Minyak Goreng untuk meringankan beban masyarakat terkait harga minyak goreng yang naik tinggi sebagai dampak dari lonjakan harga minyak sawit di pasar internasional.

Jokowi Presiden Indonesia Maju https://t.co/0zcEyOfdiP",Negative,pemerintah memberikan blt minyak goreng untuk meringankan beban masyarakat terkait harga minyak goreng yang naik tinggi sebagai dampak dari lonjakan harga minyak sawit di pasar internasional jokowi presiden indonesia maju,Positive
Kan udahah dikasihih BLT pak Ã°ÂŸÂ¤Â­Ã°ÂŸÂ¤Â­Ã°ÂŸÂ¤Â­,Positive,kan udahah dikasihih blt pak ã°âÿâ¤â­ã°âÿâ¤â­ã°âÿâ¤â­,Positive
"@KompasTV BLT MIGOR apakah untuk menutupi MAVIA MIGOR ?

Cuma nanya min ? Ã°ÂŸÂ™ÂÃ°ÂŸÂÂ¼",Negative,blt migor apakah untuk menutupi mavia migor cuma nanya min ã°âÿâ™âã°âÿââ¼,Positive
"Selain BMK, Presiden @jokowi juga menyerahkan Bantuan Langsung Tunai (BLT) Minyak Goreng sebesar Rp. 300 ribu kepada masyarakat penerima manfaat Program Keluarga Harapan dan pedagang. https://t.co/GYDXFipn9T",Positive,selain bmk presiden juga menyerahkan bantuan langsung tunai blt minyak goreng sebesar rp ribu kepada masyarakat penerima manfaat program keluarga harapan dan pedagang,Positive
"@ObayKusut Gaaa kooo indonesia mah baek baek aja bang no BLT ada, noh yang lagi antri beli baju baru jg ada",Positive,gaaa kooo indonesia mah baek baek aja bang no blt ada noh yang lagi antri beli baju baru jg ada,Positive
"Wes wayahe Jember berbagi hadir di Kecamatan Semboro

Bupati Jember Ir. H. Hendy Siswanto, ST. IPU. membagikan SK kepada GTT/PTT, Bantuan Langsung Tunai, MP ASI bagi Ibu Hamil atau Bumil serta sembako kepada masyarakat setempat.
https://t.co/voAMPFmOQd",Positive,wes wayahe jember berbagi hadir di kecamatan semboro bupati jember ir h hendy siswanto st ipu membagikan sk kepada gttptt bantuan langsung tunai mp asi bagi ibu hamil atau bumil serta sembako kepada masyarakat setempat,Positive
